기업명,회차,종류,평정,직전등급,직전전망,현재등급,현재전망,등급결정일,등급확정일,발행액(억원),요지,재무,보고서,Type
에스케이가스(주),33-2,SB,정기,AA-,Stable,AA-,Stable,2016.06.29,2016.06.30,1000,,,,채권
에스케이실트론(주),41,SB,정기,A-,Stable,A-,Stable,2016.06.30,2016.06.30,700,,,,채권
에스케이어드밴스드(주),2(SK가스㈜ 연대보증),SB,정기,AA-,Stable,AA-,Stable,2016.06.29,2016.06.30,1000,,,,채권
엔에이치농협캐피탈(주),31,SB,정기,A,Stable,A,Stable,2016.06.30,2016.06.30,200,,,,채권
엔에이치농협캐피탈(주),제70-3회,SB,정기,A+,Stable,A+,Stable,2016.06.30,2016.06.30,300,,,,채권
엠벤처투자(주),제12회,BW,정기,B-,Stable,B-,Stable,2016.06.30,2016.06.30,60,,,,채권
엠벤처투자(주),제19회,CB,정기,B-,Stable,B-,Stable,2016.06.30,2016.06.30,40,,,,채권
엠캐피탈(주),127,SB,정기,A-,Stable,A-,Stable,2016.06.30,2016.06.30,200,,,,채권
예금보험공사,제2016-3 외 예금보험기금 특별계정채권 (미발행),SB,본,,,AAA,Stable,2016.06.30,2016.06.30,,,,,채권
지허브(주),1(SK가스(주) 연대보증),SB,정기,AA-,Stable,AA-,Stable,2016.06.29,2016.06.30,1000,,,,채권
케이비증권(주),제2016-316회 주가연계파생결합사채,ELB,본,,,AA,Stable,2016.06.30,2016.06.30,100,,,,채권
케이비증권(주),제441호 기타파생결합사채,DLB,본,,,AA,Stable,2016.06.30,2016.06.30,5.1962,,,,채권
케이비투자증권(주),제153호 주가연계파생결합사채,ELB,정기,A+,Stable,A+,Stable,2016.06.30,2016.06.30,20.5083,,,,채권
케이비투자증권(주),제234호 주가연계파생결합사채,ELB,본,,,A+,Stable,2016.06.30,2016.06.30,1.6792,,,,채권
케이비투자증권(주),제34호 기타파생결합사채,DLB,정기,A+,Stable,A+,Stable,2016.06.30,2016.06.30,200,,,,채권
케이비투자증권(주),제41호 기타파생결합사채,DLB,본,,,A+,Stable,2016.06.30,2016.06.30,100,,,,채권
하나금융투자(주),제538회 주가연계파생결합사채,ELB,본,,,AA,Stable,2016.06.30,2016.06.30,23.8099,,,,채권
하나금융투자(주),제561회 기타파생결합사채,DLB,본,,,AA,Stable,2016.06.30,2016.06.30,454.76,,,,채권
하이트진로홀딩스(주),160,SB,정기,A-,Stable,A-,Stable,2016.06.30,2016.06.30,500,,,,채권
한국남부발전(주),35,SB,정기,AAA,Stable,AAA,Stable,2016.06.29,2016.06.30,600,,,,채권
한국자산관리공사,제22회,SB,정기,AAA,Stable,AAA,Stable,2016.06.30,2016.06.30,700,,,,채권
한국전력공사,894,SB,정기,AAA,Stable,AAA,Stable,2016.06.29,2016.06.30,1100,,,,채권
한국증권금융(주),2016-1-2,SB,정기,AAA,Stable,AAA,Stable,2016.06.30,2016.06.30,1000,,,,채권
한국증권금융(주),2016-2,SB,본,,,AAA,Stable,2016.06.30,2016.06.30,2000,,,,채권
한국증권금융(주),2016-2 외 (미발행),SB,수시,AAA,Stable,취소,,2016.06.30,2016.06.30,,,,,채권
한국캐피탈(주),320 (군인공제회 권면보증),SB,정기,AA+,Stable,AA+,Stable,2016.06.30,2016.06.30,500,,,,채권
한국토지주택공사,토지주택채권(용지3)15-10,SB,정기,AAA,Stable,AAA,Stable,2016.06.30,2016.06.30,21.62,,,,채권
한국투자증권(주),제45호 외 기타파생결합사채 (미발행),DLB,본,,,AA,Stable,2016.06.30,2016.06.30,,,,,채권
한국투자증권(주),제782회 주가연계파생결합사채,ELB,본,,,AA,Stable,2016.06.30,2016.06.30,.85,,,,채권
한화솔루션(주),246-2,SB,정기,A+,Stable,A+,Stable,2016.06.30,2016.06.30,500,,,,채권
해태제과식품(주),12,SB,정기,A-,Stable,A,Stable,2016.06.30,2016.06.30,300,,,,채권
현대카드(주),661-1,SB,본,,,AA+,Stable,2016.06.30,2016.06.30,100,,,,채권
현대캐피탈(주),1651-2,SB,본,,,AA+,Stable,2016.06.30,2016.06.30,200,,,,채권
현대해상화재보험(주),1-3회 후순위,SB,정기,AA,Stable,AA,Stable,2016.06.30,2016.06.30,950,,,,채권
휴켐스(주),2-2,SB,정기,A+,Stable,A+,Stable,2016.06.30,2016.06.30,500,,,,채권
(주)동원엔터프라이즈,22-2,SB,정기,A+,Stable,A+,Stable,2016.06.29,2016.06.29,500,,,,채권
(주)디비메탈,11,SB,정기,CCC,Stable,CCC,Stable,2016.06.29,2016.06.29,300,,,,채권
(주)사파이어테크놀로지,7,CB,정기,CCC+,Stable,CCC,Stable,2016.06.29,2016.06.29,200,,,,채권
(주)솔고바이오메디칼,8,BW,정기,B-,Stable,B-,Stable,2016.06.29,2016.06.29,11.97,,,,채권
(주)케이씨씨,64((주)케이씨씨글라스 연대보증),SB,정기,AA,Stable,AA,Stable,2016.06.29,2016.06.29,1100,,,,채권
(주)파루,6,BW,정기,B+,Stable,B+,Stable,2016.06.29,2016.06.29,200,,,,채권
(주)포스코인터내셔널,10-2,SB,정기,A+,Stable,A+,Positive,2016.06.28,2016.06.29,2200,,,,채권
(주)포스코피앤에스,1,SB,정기,AA-,Negative,A+,Stable,2016.06.28,2016.06.29,1000,,,,채권
(주)하나금융지주,34-2,SB,정기,AAA,Stable,AAA,Stable,2016.06.29,2016.06.29,3000,,,,채권
(주)하나금융지주,35,SB,본,,,AAA,Stable,2016.06.29,2016.06.29,1000,,,,채권
(주)하나금융지주,제2-2회 상각형 조건부자본증권(신종),HB,정기,AA-,Stable,AA-,Stable,2016.06.29,2016.06.29,200,,,,채권
(주)하나금융지주,제27회차,SB,정기,AA+,Stable,AA+,Stable,2016.06.29,2016.06.29,2500,,,,채권
KB캐피탈(주),354-1,SB,본,,,AA-,Stable,2016.06.29,2016.06.29,100,,,,채권
KR모터스(주),47,CB,정기,B-,Stable,B-,Stable,2016.06.29,2016.06.29,205,,,,채권
네이버(주),3,SB,정기,AA,Stable,AA,Stable,2016.06.29,2016.06.29,1500,,,,채권
대성홀딩스(주),9,SB,정기,A+,Stable,A+,Stable,2016.06.29,2016.06.29,600,,,,채권
동부제철(주),188,BW,정기,CCC,Stable,CCC,Stable,2016.06.29,2016.06.29,300,,,,채권
동원산업(주),28회,SB,정기,AA-,Stable,AA-,Stable,2016.06.29,2016.06.29,1000,,,,채권
롯데렌탈(주),42-2,SB,정기,AA-,Stable,AA-,Stable,2016.06.29,2016.06.29,500,,,,채권
롯데로지스틱스(주),2,SB,정기,A+,Stable,A+,Stable,2016.06.29,2016.06.29,1100,,,,채권
롯데쇼핑(주),70-3(롯데지주(주) 연대보증),SB,정기,AA+,Stable,AA+,Stable,2016.06.29,2016.06.29,700,,,,채권
미래에셋자산운용(주),제2-3회,SB,정기,AA,Stable,AA,Stable,2016.06.29,2016.06.29,600,,,,채권
미래에셋증권(주),4,SB,정기,AA-,Stable,AA-,Stable,2016.06.29,2016.06.29,2000,,,,채권
미래에셋증권(주),제1202회 주가연계파생결합사채,ELB,정기,AA,Stable,AA,Stable,2016.06.29,2016.06.29,83.2436,,,,채권
미래에셋증권(주),제152회 기타파생결합사채,DLB,정기,AA,Stable,AA,Stable,2016.06.29,2016.06.29,296.625,,,,채권
미래에셋증권(주),제5회 무보증 후순위사채,SB,본,,,AA-,Stable,2016.06.29,2016.06.29,3000,,,,채권
미래에셋캐피탈(주),18-2,SB,정기,AA-,Stable,AA-,Stable,2016.06.29,2016.06.29,800,,,,채권
비엠더블유파이낸셜서비스코리아(주),제4회,SB,정기,A+,Stable,A+,Stable,2016.06.29,2016.06.29,1400,,,,채권
서울메트로,2015-1,SB,정기,AAA,Stable,AAA,Stable,2016.06.29,2016.06.29,1000,,,,채권
신한카드(주),1897,SB,본,,,AA+,Stable,2016.06.29,2016.06.29,300,,,,채권
엔에이치투자증권(주),제1105회 주가연계파생결합사채,ELB,본,,,AA+,Stable,2016.06.29,2016.06.29,7.5,,,,채권
엔에이치투자증권(주),제538회 기타파생결합사채,DLB,본,,,AA+,Stable,2016.06.29,2016.06.29,18.119,,,,채권
엘지엔시스(주),2-2,SB,정기,A+,Stable,A+,Stable,2016.06.28,2016.06.29,200,,,,채권
케이디비생명보험(주),제 5회 후순위 사채,SB,정기,AA-,Stable,AA-,Stable,2016.06.29,2016.06.29,700,,,,채권
한국가스공사,364,EB,정기,AA+,Stable,AA+,Stable,2016.06.29,2016.06.29,3086.0016,,,,채권
한국가스공사,376,SB,정기,AAA,Stable,AAA,Stable,2016.06.29,2016.06.29,2000,,,,채권
한국동서발전(주),19-2,SB,정기,AAA,Stable,AAA,Stable,2016.06.29,2016.06.29,1000,,,,채권
한국중부발전(주),34-2,SB,정기,AAA,Stable,AAA,Stable,2016.06.29,2016.06.29,1300,,,,채권
흥국생명보험(주),1,SB,정기,AA,Stable,AA,Negative,2016.06.29,2016.06.29,2000,,,,채권
흥국화재해상보험(주),12,SB,정기,A,Stable,A,Negative,2016.06.29,2016.06.29,100,,,,채권
(주)STX,96,SB,정기,CCC,Stable,CC,Stable,2016.06.28,2016.06.28,600,,,,채권
(주)STX,97,BW,정기,CCC,Stable,CC,Stable,2016.06.28,2016.06.28,1000,,,,채권
(주)호텔신라,68-2,SB,정기,AA,Stable,AA,Stable,2016.06.27,2016.06.28,1300,,,,채권
강원도개발공사,112,SB,정기,AA+,Stable,AA+,Stable,2016.06.28,2016.06.28,400,,,,채권
교보증권(주),제10181회 주가연계파생결합사채,ELB,정기,A+,Stable,A+,Stable,2016.06.28,2016.06.28,100,,,,채권
교보증권(주),제3회,SB,정기,A,Stable,A,Stable,2016.06.28,2016.06.28,1000,,,,채권
교보증권(주),제93회 기타파생결합사채,DLB,정기,A+,Stable,A+,Stable,2016.06.28,2016.06.28,240,,,,채권
대한석탄공사,9-2,SB,정기,AA+,Stable,AA+,Stable,2016.06.28,2016.06.28,700,,,,채권
롯데알미늄(주),41,SB,정기,A+,Stable,A+,Stable,2016.06.28,2016.06.28,500,,,,채권
메르세데스벤츠파이낸셜서비스코리아(주),16,SB,본,,,A+,Stable,2016.06.28,2016.06.28,1000,,,,채권
아이원스(주),5,BW,정기,BB-,Stable,BB-,Stable,2016.06.28,2016.06.28,150,,,,채권
에이치솔루션(주),1,SB,정기,A+,Stable,A+,Stable,2016.06.28,2016.06.28,590,,,,채권
파르나스호텔(주),30,SB,정기,A+,Stable,A+,Stable,2016.06.27,2016.06.28,1000,,,,채권
하이투자증권(주),제160회 주가연계파생결합사채,ELB,정기,A,Stable,A,Stable,2016.06.28,2016.06.28,261.5206,,,,채권
하이투자증권(주),제170회 주가연계파생결합사채,ELB,본,,,A,Stable,2016.06.28,2016.06.28,50,,,,채권
하이투자증권(주),제17회 기타파생결합사채,DLB,본,,,A,Stable,2016.06.28,2016.06.28,39.9421,,,,채권
한국광물자원공사,13-3,SB,정기,AAA,Stable,AAA,Stable,2016.06.28,2016.06.28,1000,,,,채권
한국농어촌공사,13,SB,정기,AAA,Stable,AAA,Stable,2016.06.28,2016.06.28,700,,,,채권
화성도시공사,2015-02,SB,정기,AA,Stable,AA,Stable,2016.06.28,2016.06.28,400,,,,채권
(주)DGB금융지주,7-2,SB,정기,AAA,Stable,AAA,Stable,2016.06.27,2016.06.27,500,,,,채권
(주)메리츠금융지주,제4회 무보증사채,SB,정기,AA,Stable,AA,Stable,2016.06.27,2016.06.27,1000,,,,채권
(주)에스앤지컨설턴트,제2회,SB,정기,CCC,Stable,CCC,Stable,2016.06.27,2016.06.27,10,,,,채권
(주)조선호텔앤리조트,9회(사모),SB,정기,A,Stable,A,Stable,2016.06.24,2016.06.27,300,,,,채권
(주)한독,29,SB,정기,A-,Stable,A-,Stable,2016.06.24,2016.06.27,300,,,,채권
(주)현대케피코,1-2,SB,정기,A+,Stable,A+,Stable,2016.06.27,2016.06.27,550,,,,채권
대구도시공사,대구도시공사보상 15-02,SB,정기,AA+,Stable,AA+,Stable,2016.06.27,2016.06.27,3.77,,,,채권
동국제강(주),81-2,SB,정기,BB+,Stable,BB+,Stable,2016.06.24,2016.06.27,2000,,,,채권
동국제강(주),84,CB,정기,BB+,Stable,BB+,Stable,2016.06.24,2016.06.27,430,,,,채권
롯데지주(주),62-2,SB,정기,AA+,Stable,AA+,Stable,2016.06.27,2016.06.27,500,,,,채권
롯데푸드(주),32,SB,정기,AA,Stable,AA,Stable,2016.06.27,2016.06.27,500,,,,채권
메리츠증권(주),제63회 기타파생결합사채,DLB,본,,,AA-,Stable,2016.06.27,2016.06.27,158.17,,,,채권
미래에셋증권(주),42,SB,본,,,AA,Stable,2016.06.27,2016.06.27,1700,,,,채권
미래에셋증권(주),제1074회 주가연계파생결합사채,ELB,본,,,AA,Stable,2016.06.27,2016.06.27,3.1975,,,,채권
미래에셋증권(주),제430회 기타파생결합사채,DLB,본,,,AA,Stable,2016.06.27,2016.06.27,112.57,,,,채권
산은캐피탈(주),565,SB,본,,,AA-,Stable,2016.06.27,2016.06.27,100,,,,채권
신한금융투자(주),제18회,SB,정기,AA,Stable,AA,Stable,2016.06.27,2016.06.27,2000,,,,채권
에스케이마리타임(주),23-3,SB,정기,A-,Stable,A-,Stable,2016.06.27,2016.06.27,400,,,,채권
전남개발공사,제15-3회,SB,정기,AA+,Stable,AA+,Stable,2016.06.27,2016.06.27,700,,,,채권
충북개발공사,보상(오송)14-06,SB,정기,AA+,Stable,AA+,Stable,2016.06.27,2016.06.27,100,,,,채권
피에스앤마케팅(주),1-3,SB,정기,A+,Stable,A+,Stable,2016.06.27,2016.06.27,200,,,,채권
한국남동발전(주),42,SB,정기,AAA,Stable,AAA,Stable,2016.06.27,2016.06.27,1000,,,,채권
한국수력원자력(주),44-3,SB,정기,AAA,Stable,AAA,Stable,2016.06.27,2016.06.27,1500,,,,채권
한화토탈(주),18-3,SB,정기,AA-,Stable,AA-,Stable,2016.06.27,2016.06.27,1000,,,,채권
현대커머셜(주),239-2,SB,본,,,AA-,Stable,2016.06.27,2016.06.27,200,,,,채권
(주)BNK금융지주,18,SB,본,,,AAA,Stable,2016.06.24,2016.06.24,1000,,,,채권
(주)미코,10,CB,정기,BB-,Stable,BB-,Stable,2016.06.23,2016.06.24,55,,,,채권
(주)서흥,22-2,SB,정기,A-,Positive,A-,Positive,2016.06.23,2016.06.24,400,,,,채권
(주)애큐온캐피탈,82회 외 (미발행),SB,본,,,A,Stable,2016.06.24,2016.06.24,,,,,채권
(주)오리온홀딩스,100,SB,정기,AA,Stable,AA,Stable,2016.06.24,2016.06.24,700,,,,채권
(주)케이비금융지주,17,SB,본,,,AAA,Stable,2016.06.24,2016.06.24,500,,,,채권
(주)케이티,189-4,SB,정기,AAA,Stable,AAA,Stable,2016.06.24,2016.06.24,700,,,,채권
(주)한솔케미칼,34,SB,정기,A-,Positive,A-,Positive,2016.06.24,2016.06.24,500,,,,채권
(주)현대백화점,23-2,SB,정기,AA+,Stable,AA+,Stable,2016.06.24,2016.06.24,1000,,,,채권
계룡건설산업(주),40,SB,정기,BBB,Stable,BBB,Stable,2016.06.24,2016.06.24,50,,,,채권
동두천드림파워(주),1-2,SB,정기,AA-,Negative,A+,Negative,2016.06.24,2016.06.24,1000,,,,채권
롯데칠성음료(주),44-2(롯데지주(주) 연대보증),SB,정기,AA+,Stable,AA+,Stable,2016.06.24,2016.06.24,1700,,,,채권
롯데카드(주),318,SB,본,,,AA,Stable,2016.06.24,2016.06.24,300,,,,채권
롯데카드(주),제317회 외 (미발행),SB,수시,AA,Stable,취소,,2016.06.24,2016.06.24,,,,,채권
메리츠증권(주),제1411-1회 무보증 후순위사채,SB,정기,A+,Stable,A+,Stable,2016.06.24,2016.06.24,800,,,,채권
메리츠증권(주),제56회 기타파생결합사채,DLB,정기,AA-,Stable,AA-,Stable,2016.06.24,2016.06.24,20,,,,채권
메리츠화재해상보험(주),제2회 후순위 무보증사채,SB,정기,AA,Stable,AA,Stable,2016.06.24,2016.06.24,1000,,,,채권
수산업협동조합중앙회,수산금융채권(경제) 제38회 외 (미발행),SB,본,,,AAA,Stable,2016.06.24,2016.06.24,,,,,채권
수산업협동조합중앙회,수산금융채권(경제)37-03이표48-04,SB,정기,AAA,Stable,AAA,Stable,2016.06.24,2016.06.24,250,,,,채권
수산업협동조합중앙회,수산금융채권(공제)03-09이표120-24(후),SB,정기,AA+,Stable,AA+,Stable,2016.06.24,2016.06.24,500,,,,채권
신세계건설(주),제3회 무보증사채,HB,정기,A-,Stable,A-,Stable,2016.06.24,2016.06.24,500,,,,채권
신세계건설(주),제4회 무보증사채,SB,본,,,A-,Stable,2016.06.24,2016.06.24,10 백만원,,,,채권
알씨아이파이낸셜서비스코리아(주),43,SB,본,,,A+,Stable,2016.06.24,2016.06.24,600,,,,채권
웅진에너지(주),2,SB,정기,CCC,Stable,CCC,Stable,2016.06.23,2016.06.24,60 백만USD,,,,채권
웅진에너지(주),3,BW,정기,CCC,Stable,CCC,Stable,2016.06.23,2016.06.24,1200,,,,채권
웅진에너지(주),4,CB,정기,CCC,Stable,CCC,Stable,2016.06.23,2016.06.24,628.557,,,,채권
인천도시공사,126,SB,정기,AA+,Stable,AA+,Stable,2016.06.24,2016.06.24,1400,,,,채권
인천도시공사,130,SB,본,,,AA+,Stable,2016.06.24,2016.06.24,2500,,,,채권
폭스바겐파이낸셜서비스코리아(주),제3회,SB,정기,A+,Stable,A+,Stable,2016.06.24,2016.06.24,1500,,,,채권
한국서부발전(주),30-2,SB,정기,AAA,Stable,AAA,Stable,2016.06.24,2016.06.24,1100,,,,채권
한국투자증권(주),9,SB,정기,AA,Stable,AA,Stable,2016.06.24,2016.06.24,1200,,,,채권
한국투자증권(주),제40호 기타파생결합사채,DLB,정기,AA,Stable,AA,Stable,2016.06.24,2016.06.24,426.82,,,,채권
한국투자증권(주),한국투자증권 제55회 주가연계파생결합사채,ELB,정기,AA,Stable,AA,Stable,2016.06.24,2016.06.24,2.2885,,,,채권
한라엔컴(주),제11회,SB,정기,BBB-,Negative,BBB-,Negative,2016.06.24,2016.06.24,125,,,,채권
현대차증권(주),1-2,SB,정기,A,Stable,A,Stable,2016.06.24,2016.06.24,800,,,,채권
하나캐피탈(주),227-2,SB,본,,,AA-,Stable,2016.06.23,2016.06.23,200,,,,채권
한국도로공사,644,SB,정기,AAA,Stable,AAA,Stable,2016.06.23,2016.06.23,1500,,,,채권
한국도로공사,645,SB,본,,,AAA,Stable,2016.06.23,2016.06.23,300,,,,채권
한국수출입은행,한국수출입금융 조건부자본증권(상)(후) 1606다-이표-15 (미발행),SB,본,,,AA+,Stable,2016.06.23,2016.06.23,7000,,,,채권
현대트랜시스(주),35-2,SB,정기,A+,Stable,A+,Stable,2016.06.23,2016.06.23,500,,,,채권
(주)엘지생활건강,12-2,SB,정기,AA,Positive,AA,Positive,2016.06.22,2016.06.22,1000,,,,채권
JB우리캐피탈(주),318-2,SB,본,,,AA-,Stable,2016.06.22,2016.06.22,100,,,,채권
경남개발공사,11회,SB,정기,AA+,Stable,AA+,Stable,2016.06.22,2016.06.22,400,,,,채권
삼성물산(주),109-2,SB,정기,AA+,Stable,AA+,Stable,2016.06.22,2016.06.22,1000,,,,채권
씨제이(주),156,SB,정기,AA-,Stable,AA-,Stable,2016.06.22,2016.06.22,1000,,,,채권
씨제이프레시웨이(주),6,SB,정기,A,Stable,A,Stable,2016.06.22,2016.06.22,700,,,,채권
아시아나항공(주),79,SB,정기,BBB,Stable,BBB,Stable,2016.06.22,2016.06.22,1000,,,,채권
이베스트투자증권(주),제1회 무보증사채,SB,정기,A,Stable,A,Stable,2016.06.22,2016.06.22,470,,,,채권
인천항만공사,11,SB,정기,AAA,Stable,AAA,Stable,2016.06.22,2016.06.22,300,,,,채권
(주)두산캐피탈,334,SB,정기,BB+◆,,BB+◆,,2016.06.21,2016.06.21,50,,,,채권
(주)두산캐피탈,369,SB,정기,BBB-◆,,BBB-◆,,2016.06.21,2016.06.21,100,,,,채권
(주)엘지유플러스,101-3,SB,정기,AA,Stable,AA,Stable,2016.06.20,2016.06.21,700,,,,채권
(주)엘지헬로비전,6,SB,정기,AA-,Stable,AA-◆,,2016.06.21,2016.06.21,1000,,,,채권
(주)우미토건,2,SB,수시,BB+,Stable,취소,,2016.06.21,2016.06.21,72,,,,채권
(주)한화,214,SB,정기,A,Stable,A,Stable,2016.06.21,2016.06.21,1000,,,,채권
(주)한화,215,SB,본,,,A,Stable,2016.06.21,2016.06.21,1000,,,,채권
에스케이브로드밴드(주),42,SB,정기,AA-,Positive,AA-,Positive,2016.06.21,2016.06.21,1300,,,,채권
에스케이종합화학(주),13-2,SB,정기,AA,Stable,AA,Stable,2016.06.21,2016.06.21,1000,,,,채권
울산광역시도시공사,보상(강양우봉1)16-06 (미발행),SB,본,,,AA+,Stable,2016.06.21,2016.06.21,1.3,,,,채권
지에스이피에스(주),11-2,SB,정기,AA-,Stable,AA-,Stable,2016.06.21,2016.06.21,1000,,,,채권
페이퍼코리아(주),106,BW,정기,BB-,Stable,BB-,Stable,2016.06.21,2016.06.21,300,,,,채권
페이퍼코리아(주),제105회,CB,정기,BB-,Stable,BB-,Stable,2016.06.21,2016.06.21,150,,,,채권
현대제철(주),117-3,SB,정기,AA,Stable,AA,Stable,2016.06.21,2016.06.21,800,,,,채권
(주)다우기술,1,SB,정기,A,Stable,A,Stable,2016.06.20,2016.06.20,1000,,,,채권
(주)삼양홀딩스,90-2,SB,정기,AA-,Stable,AA-,Stable,2016.06.20,2016.06.20,900,,,,채권
(주)씨제이이엔엠,13,SB,정기,AA-,Stable,AA-,Stable,2016.06.20,2016.06.20,500,,,,채권
(주)아이마켓코리아,1회,SB,정기,A,Stable,A,Stable,2016.06.20,2016.06.20,.1,,,,채권
(주)한솔홈데코,제37회,CB,정기,BBB,Stable,BBB,Stable,2016.06.20,2016.06.20,200,,,,채권
(주)한진해운,제73-2회,SB,수시,B-↓,,CCC↓,,2016.06.20,2016.06.20,500,,,,채권
롯데하이마트(주),5-2,SB,정기,AA-,Stable,AA-,Stable,2016.06.20,2016.06.20,500,,,,채권
코오롱인더스트리(주),41-2,SB,정기,A,Stable,A,Stable,2016.06.20,2016.06.20,500,,,,채권
코오롱인더스트리(주),46,BW,정기,A,Stable,A,Stable,2016.06.20,2016.06.20,1000,,,,채권
한화투자증권(주),제24회 후순위 무보증사채,SB,정기,A,Negative,A-,Stable,2016.06.20,2016.06.20,400,,,,채권
현대비앤지스틸(주),201,SB,정기,A-,Stable,A-,Stable,2016.06.20,2016.06.20,300,,,,채권
현대종합특수강(주),1-2,SB,정기,A-,Stable,A-,Stable,2016.06.20,2016.06.20,300,,,,채권
(주)농협네트웍스,제1회,SB,정기,A,Stable,A,Stable,2016.06.17,2016.06.17,1,,,,채권
(주)엔씨소프트,1,SB,정기,AA-,Stable,AA-,Stable,2016.06.17,2016.06.17,1500,,,,채권
(주)제이콘텐트리,12,SB,정기,BBB+,Stable,BBB+,Stable,2016.06.17,2016.06.17,100,,,,채권
(주)휴비스,14,SB,정기,A-,Stable,A-,Stable,2016.06.17,2016.06.17,300,,,,채권
